Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Armenia,ARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71350000,153730000,228986400,166647970,182652132,182160000,209240000,263890000,335860000,787519510,915231161.8,1169173063,1644375091,1904067123,1439809232,1669336819,1798624692,1914983997,2192193827,2078618315,1491475903,1382330887,1538655752,1487814908,1527937457,1327006085,1556822544,2031342937,1451764406
American Samoa,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,,,,,,,,,,,,,,,,,,,,,,,,,,,11185185.43,11744444.85,12337037.09,13196296.69,12533333.78,3048148.155,2714814.901,11629630.09,11948147.77,3333333.254,8940740.741,9537037.037,18755555.56,18394444.44,17342962.96,23676666.67,14242166.67,16372237.04,17601625.93,29018120.69,29202071.88,30352179.8,29719238.83,27817357.3,28924211.8,29296532.44,29845308.17,29967174.28,31849221.57,31244412.26,26705675.65,24020044.35,32768265.32,36875282.11,36220490.98,45265850.4,34810853.7,34970955.56
Australia,AUS,,,,,,,,,,,180320037.8,176046508.8,228958923.3,280555023.2,308759124.8,286614196.8,305269104,326544830.3,415642852.8,495797180.2,631592773.4,740711547.9,771140441.9,900273193.4,956123474.1,1009029114,1053348999,1396266846,1884704224,2402261230,2369583740,2484919434,1926091797,1101867798,1276966675,438888326.4,517894423.7,538747822.2,501585257.2,531812423.8,518334052.9,486744685.8,465722534,651572145.1,824729101.2,940407766.6,1014841491,1341851616,1526025147,1334648953,1864472761,2449287569,2440634975,2461137537,2329656677,2174651380,2056844753,2001928453,1867930551,1762645595,1197283915,936423063.2,1307030459,1726715971
Austria,AUT,,,,,,,,,,,16576923.37,24760213.85,36248191.83,52594650.27,80947891.24,87247398.38,105288040.2,118988021.9,154029663.1,198398651.1,244725067.1,223906967.2,220660125.7,214508590.7,197660034.2,201390884.4,303058471.7,400337341.3,448963897.7,469524231,634832336.4,772377197.3,815280883.8,768971069.3,844941223.1,1012422485,984293640.1,915090698.2,1416633179,1809788330,1804517334,1774000488,1985329834,2496145508,2520989014,2313507128,2517171821,2915622152,3189808743,3101681749,2983488446,3250804926,3028188699,3261505684,3239901779,2863606817,2887576591,2956934246,3022591419,2996058680,3026771046,3201021424,2999848702,3305581623
Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000,4098000.05,5196000.099,6294000,54492000,57132000,104125000,163317000,155957000,203578000,623235000,790214000,1267735000,1518327000,1254645000,1410296000,1893080000,1990180000,1733168000,1846424000,1269964000,643148000,1133371000,1225790000,1275168755,1403087000,1526636000,3950029000,1912814000
Burundi,BDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41783.99491,71562.16161,11470.97177,189948.9405,3645216.677,28232147.76,34498929.51,45463176.87,46433649.09,48639473.9,56262627.96,51041076.68,34652856.23,33778270.32,48328656.13,92045248.38,145245511.5,168015391.5,163422316.6,197847049.2
Belgium,BEL,,,,,,,,,,,,,,,,662297424.3,658915466.3,754823120.1,956470520,1041822876,1139075073,948875671.4,837334533.7,848768920.9,780039001.5,817282897.9,1098416260,1275191284,1430124512,2736618164,3583137695,3972553223,4475618164,4580757324,4612880859,4936722168,4947035645,4328916992,4204201172,4466878906,4004603516,3933338623,4534638939,5778136096,6562530149,6884305724,7268884910,8991846091,10479068217,11090651437,10993669270,11728548905,11171452382,11695085498,12161003266,10464912315,10786360682,11435497317,12448569091,12330095212,12940698639,14063253461,13428017139,14478051301
Benin,BEN,,,,,,,,,,,,,,,7382490.635,17591100.69,28039279.94,39181098.94,56236076.35,72921585.08,77002243.04,62006073,36949996.95,43845420.84,42065956.12,40288208.01,50822120.67,60225616.46,71116760.25,91336494.45,101049423.2,117970527.6,136306823.7,108893981.9,89481948.85,98932296.36,84917981.87,70106471.13,89178475.71,75026904.54,85876253.12,83064161.12,76107818.02,55401177.09,63117010.27,146939347.9,195673786.1,240793733.4,207863209.4,126457222.3,139569120.5,172185775.3,207763555.2,248800533.7,304659173.4,214449579.5,221726215,195776833.9,198742396,216993145.2,204623916.5,230914333.1,250408119.9,233249649
Burkina Faso,BFA,,,,,,,,,,,,,,,35940307.62,47654621.12,51023120.88,60147422.79,78074638.37,109669143.7,150431030.3,153360977.2,110302223.2,113213974,90237777.71,125921798.7,191625381.5,173280075.1,187028152.5,155259277.3,139672851.6,112967811.6,128813964.8,117222412.1,80346946.72,78178306.58,76009666.44,73841026.31,71672386.17,69503746.03,67335105.9,49915523.53,58734134.67,53747390.75,44417327.88,56664819.6,67996281.78,84436174.13,99742143.2,96373875.86,120462189.1,221068018.7,209980744.4,308469520.2,396308040.7,384985616.4,397373892.5,416839243.1,455650092.2,467251841.7,524608104.8,570950968.6,523912790.8,578943725.6
Bangladesh,BGD,,,,,,,,,,,,,,,,,18761274.34,78875038.15,115435371.4,171138702.4,338666748,381052154.5,526463684.1,642408508.3,500747406,502471374.5,576282470.7,747808898.9,763622131.3,757979553.2,778865600.6,769365722.7,911759948.7,1007375061,1150881226,1201664267,1344661209,1526499544,1605786652,1806794192,1967528858,2104551469,2858057770,3191664732,3583817228,4314502846,5427515429,6562316322,8940611606,10520653006,10850211617,12071073184,14119627034,13866954019,14987531479,15295536095,13574285886,13501933033,15566241930,18363859531,21751646479,22205503377,21505473781,22168181205
Bulgaria,BGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41500000,50600000,50675833.24,42528019.77,58235451.35,826200309.6,1176951497,1718485429,1722769585,1612912427,1716435981,1693553171,1918650334,1591794628,1332910000,1483190000,1448880000,1666960000,1684740000,1494740000,1665570000,2193590000,2408230000,2342370000,2059500000,1977520000,2033320000,2479840000
Bahrain,BHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bahamas, The",BHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50805711,53040600,57888000,41644800
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984050244,1872783886,1580952511,1500016857,1495729519,1738096326,2053201662,2037731948,2148940834,2686415541,2717663874,2127033059,1822304847,1958230200,1845715377,1957987470,2107139725,1801111958,1845995097,2016872695,2262876954,2332570551,1931039749,2477948500,2581262139,2823600741
Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000.006,400000.006,28500000,93300000,46500000,53900000,62000000,114200000,67200000,80600000,164100000,239400000,198600000,268200000,288300000,583300000,503800000,575300000,890600000,1053100000,1213500000,1231300000,931500000,976600000,1253800000,1445800000,1418800000,1013700000,1149960674,1465139529,1331503113
Belize,BLZ,,,,,,,,,,,,,,,,,,,,,,,,,17750000,21049999.24,24399999.62,19350000.38,16950000.76,21950000.76,18450000.76,15600000.38,19750000,16500000,12968000.41,13896500,17250000,22700000,23400000,24416904.32,24868381,28397885.21,26836163.72,32151079.73,33650128.54,44693322.84,63811950.79,73119263.19,76489003.31,78578401.6,78134569.59,75323553.82,75945646.69,74401710.37,80334417.62,84744074.54,96671006.68,90214516.3,92512738.78,96816750.12,120683619.4,135359897,142416852.7,152048005.7
Bermuda,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1182490000,1450138212,1390779867,1346066952,1261415801,1175291441,1190775527,1224886398,1335682710,1445391572,1445943330,1505955305,1446756401,1547229198,1574100923,1655608129,1750000000,1750000000
Bolivia,BOL,,,,,,,,,,,,,,,,,1399999.976,1799999.952,2000000,1000000,1399999.976,4699999.809,2700000.048,5000000,5800000.191,6000000,8000000,8600000.381,4500000,8500000,4599999.905,3400000.095,3799999.952,4199999.809,4500000,5400000,10700000,84900000,88400000,96000000,126870000,135280000,112900000,158166413.3,210558668.5,337040056.7,602974070.7,1055366582,1134718447,1057930000,960212746.8,1042996647,1110532147,1201339479,1176966248,1190958194,1246634759,1407996989,1388281654,1335620197,1126517920,1417462509,1459221075,1449515959
Brazil,BRA,,,,,,,,,,,,,,,,82000000,81000000,61000000,113000000,73000000,111000000,124000000,57000000,29000000,46000000,40000000,40000000,42000000,32000000,120000000,573000000,1110000000,1791000000,1247000000,2068000000,2952000000,2059000000,1572000000,1236000000,1501000000,1349591000,1448914000,2003791000,2286680000,2812514000,2805358000,3287162000,3305694000,3642585000,2889159500,3082801866,3214602243,2784072055,2717675069,2647908513,2896909952,2739786527,2698770651,2933489276,3213621677,3566219438,4102018148,4973758735,4433700953
Barbados,BRB,,,,,,,,,,,4400000.095,4607883.93,5100764.275,6380088.329,8133522.987,9213089.943,9649999.619,10000000,11699999.81,14199999.81,9100000.381,11050000.19,9050000.191,8449999.809,10399999.62,8149999.619,10800000.19,28200000.76,31950000.76,32000000,37900001.53,45150001.53,54500000,55349998.47,57200000.76,60900000,68000000,77000000,86750000,98700000,113200000,129950000,125061000,130500000,130508571.5,94455423.8,87348422.95,138674184,101160650.8,114476089.5,81868796.19,147293266.2,152319842.4,190981633,188716961,198038294.8,157509040,85175892.5,85175892.5,85175892.5,85175892.5,85175892.5,85175892.5,85175892.5
Brunei Darussalam,BRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869996.0454,892985.4012,870223.3102,893469.0088
Bhutan,BTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2238933.573,2933039.377,3548930.805,4866701.168,8273480.865,10460534,18144730.43,11804283.71,14292342.89,19656507.92,34343456.66,43153828.43,58148515.8,56658762.94,83435182.59,73367268.39,95956453.63,107936833.9
Botswana,BWA,,,,,,,,,,,,,,,,43136806.49,61410015.11,68886909.48,57477024.08,58281730.65,77326385.5,74575286.87,56426345.83,55883449.55,49985622.41,31273542.4,37250999.45,54319961.55,54687019.35,49382450.1,85569969.18,83500007.63,93993293.76,74285774.23,69878875.73,55334979.84,43258571.75,40925961.6,36255880.43,26360203.53,18540860.97,17907642.66,19073417.49,27309329.16,78656415.96,117744505.8,103859006.6,92191518.15,46823196.34,15209029.19,22321278.92,20409878.29,18103143.92,36004335.94,46123119.08,30045619.57,24622501.68,38956561.47,44309897.4,59360104.14,44222901.89,60583609.67,62238030.22,70025203.61
Central African Republic,CAF,,,,,,,,,,,,,,,,,,1965974.45,988230.4668,,37864.5249,11040.3122,36517.8697,20993.7375,21151.9469,21310.1581,21468.3693,21626.5805,21784.7917,21943.0029,80803.6923,141790.2112,150354.7579,158919.3046,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486450124.2,557614597,492323809.9,495453434.3,657130051.1,554559608.3,611188719.3,635318060.4,672291476.9,827662792.8,933656853.3,1085691997,1177479622,1299412197,1196444724,1199157750,1227344978,1254600490,1336538606,1351304689,1274255368,1289324860,1268185480,1295567217,1311782569,821832443.7,831502696.7,863836976.4,847193218.6
Central Europe and the Baltics,CEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38299999.24,498856128,1457057400,1904337619,2090986524,2091623417,2611753538,2281903309,3650744138,4638350241,5352262290,7388254572,11914402663,16645124628,20317459523,24671264339,27226613974,22540637222,20095292445,22032681348,21507437879,29210920497,30820427189,28730813853,30452200721,33178290188,35398224928,36762857649,34305681764,37420970721,36327277348,40336503223
Switzerland,CHE,,,,,,,,,,,,,,,,,,405654205.3,536905273.4,592401001,608697814.9,442919036.9,527022216.8,551177673.3,495811492.9,498550140.4,651503234.9,779242553.7,826214721.7,755107971.2,923652832,987244201.7,1044645752,1052437988,1212114624,1473188519,1390360919,1208285604,1226985564,1221534901,994933149.5,1176038086,1225420693,1533293466,1695345813,1721477365,1795179912,1795617230,2214728946,2341619109,2494622577,2615246749,2420420106,2437063152,2406168041,2516975789,2524093963,2591809298,2550734395,2549309963,2824692041,3142088777,3073729585,3266318607
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,,,,,,,,,,,,,,,,,,,,,,,,1000000,1000000,1000000,400000.006,500000,100000.0015,1299999.952,400000.006,,,,,,,,,,13300000,11900000,12400000,11800000,11600000,0,0,0,0,51938053.68,62324923.11,70917381.9,72030040.74,71108144.91,60612706.42,58992215.84,64551112.66,66541753.59,69856849.79,69372771.36,66197477.59,66484972.96,69392670.43,70131652.42
China,CHN,,,,,,,,,,,,,,,,,,,,,,,617320000,542000000,403000000,271000000,445280000,228040000,326340000,188860000,195940000,389820000,619380000,631380000,857000000,350000000,1672000000,4589000000,344000000,530000000,758082000,1209000000,2353070422,4625331810,6641220179,3337061829,4319492609,6833129702,9136546900,9209489821,13636040942,16568371453,17065623287,17790105219,29910500593,33104675862,26883278894,28675983092,24305605211,18294313104,18876250770,22479899033,26093633202,29110273775
Cote d'Ivoire,CIV,,,,,,,,,,,,,,,,12131793.98,14228888.51,15874328.61,22157634.74,28205875.4,32184844.97,30912874.22,28909978.87,27029436.11,24945264.82,24039373.4,35806491.85,42923229.22,42639167.79,35422275.54,44442031.86,41473640.44,49518871.31,57564102.17,110409729,151057266.2,147003509.5,136378585.8,142567581.2,137560699.5,119317176.8,116004821.8,120092422.5,141603500.4,159198211.7,163238757.5,166909883.1,184936824.5,199721402.2,316346324,373841959.2,397123339.1,367086167,384778636.2,387214302.3,336382061.9,342435061.1,307645127.9,332046730,328290412.1,329147636.2,440194174.7,1041929444,1041929444
Cameroon,CMR,,,,,,,,,,,,,,,,,,,,3478724.48,29392337.8,28704811.1,19019723.89,28000396.73,14829845.43,12220014.57,23736240.39,12777147.29,12321712.49,32569686.89,22992322.92,7337643.623,25010219.57,20341670.99,11401200.29,11239141.92,13409964.64,13564186.12,22612526.27,15404277.04,22100034.18,16831585.08,29456452.63,75414618.6,103389306.4,77019167.22,130058704.6,167560280.2,162670388.5,185112093.2,114971017.9,219542284.8,210407729.6,244128552,283337565.9,241706990,268951584.7,316800671.4,333554498.4,355550645.8,334097288.5,430097112.1,562660764.3,580000000
"Congo, Dem. Rep.",COD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8900000,12800000,8800000,14700000,19500000,15700000,1127500000,855853174.6,1001358241,756410387.6,1166568218,593480274.8,1076294915,1822706176,2076317928,1196048014,1347879531,3261877235,3298265099
"Congo, Rep.",COG,,,,,,,,,,,,,,,,,,,2499381.065,3088543.177,3175887.108,2653791.666,2131696.224,1609600.663,1087505.221,565409.7795,43314.3079,9982.1463,4431787.491,4404277.802,4376768.112,4349258.423,4321748.734,4294239.521,4266729.832,4239220.02,7819335.347,4574507.635,1937446.499,11666412.42,10352873.07,12119417.89,1176490.5,12388155.73,14954054.82,11379620.36,13207621.66,16687081.77,21717486.77,34089356.14,33137005.12,62226176.16,68345052.98,72057151.46,41593306.58,29796433.43,7710018.069,0,0,26242892.95,12632343.29,43959696.19,43959696.19,43959696.19
Colombia,COL,,,,,,,,,,,26000000,22065559.39,22799909.59,29803249.36,36079200.74,23000000,51000000,81726402.28,75819999.69,101000000,106000000,160000000,87000000,72000000,78000000,110000000,416000000,625000000,458000000,467000000,495000000,881000000,640500000,467700012.2,968350463.9,815117639.4,753036298.8,773519090.5,805925070,1312052329,1610122976,2056358873,2479942596,3076018647,3189709844,3345610321,3899159914,4460194477,4826851232,4124862554,4030846326,4101315891,4018674668,4449831680,4165731073,5001596492,5191956875,5818773635,6675079294,7116297149,6924526136,8608268971,9454507517,10111593424
Comoros,COM,,,,,,,,,,,,,,,,,,,,,1618722.2,1221804.857,2367595.196,1836967.468,2139818.43,4229184.628,4764614.105,6801226.616,7383017.54,7887009.144,9935265.541,10095548.63,15999876.02,16029796.6,15232992.17,12212938.08,,,,,,,,32042448.36,48705002.16,54055725.53,63197512.58,74045486.76,101325440.1,100407532.6,87252086.92,108173891,110203511,0,159817450.3,131866003.3,116745529.7,131598332.3,172620209.6,168546820.2,226655757.8,287990718.1,281839150.8,281000000
Cabo Verde,CPV,,,,,,,,,,,,,,,,,,24281503.68,23602317.81,24005556.11,40064800.26,31596889.5,25852012.63,20547992.71,20617847.44,20757017.14,27560075.76,36425994.87,42742012.02,47700454.71,59140384.67,62366531.37,76012992.86,76491363.53,85453643.8,105860860.5,100349713.3,76416556.36,73741557.05,79715583.75,89761166.15,80954171.13,85021681.69,108444935.6,113427832.6,136692598.6,136573208.4,138793676.3,155035990.8,135620281,130909874.5,176875019.6,176969700.3,175918335.4,196981864.6,200903517.8,211373829.2,216552202,234507467,215024389.6,234138375.8,314508174,315276254.4,316382780.3
Costa Rica,CRI,,,,,,,,,,,,,,,,,,2000000,2900000.095,2700000.048,4099999.905,2400000.095,5599999.905,5300000.191,6400000.095,7199999.809,7699999.809,7900000.095,9100000.381,10000000,12000000,13399999.62,14199999.81,16000000,17100000.38,123300000,130770000,130100000,128100000,126482718.2,135975253.8,198443413.1,250646486.4,320879535,319546352.1,420346410,513156290.9,617920087.5,604768805,513091873.3,530688786,520219673.3,562342745,596399211,593925384.4,551988507.6,545423773.1,560366619.1,533509663.1,553377977.1,524786747.8,594130696.4,620315525.7,662104341
Caribbean small states,CSS,,,,,,,,,,,4400000.095,4607883.93,5100764.275,6380088.329,8133522.987,11840063.1,101092534.5,99416663.53,92716664.91,119616667.9,125992593.3,138011111.3,139966665.2,115849996.6,132784588,206874022.7,226603705.3,264975927.4,302261512.3,361063725.5,384393789.5,289285735.3,324093971.2,426977761.2,728348661.5,835520241.3,920372549.2,962803594,1027567529,1095529867,1204913198,1399024184,1662530246,1880931128,2176321832,533187595.7,565221351.3,692973832.8,655982066.2,655040577.4,734653435.7,843983039.3,914618561.9,813789278.1,831130532.1,825469424.9,746498439.7,823628869.6,848162115.5,971067831.9,1101080402,1287003070,1289709985,1294023860
Cuba,CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,150128491.6,135966480.4,133055865.9,143301676,142374301.7,148418994.4,160156424.6,155338570.7,176338624.3,132287789.4,141918411.4,158564975.5,176607685.5
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,13507646.33,15584663.38,14256282.67,14148597.56,9008669.819,10213438.53,12750388.52,10213438.53
Cyprus,CYP,,,,,,,,,,,,,,,,,31669029.24,50965206.15,68538520.81,76457801.82,94037223.82,83050415.04,79724700.93,78231697.08,73591163.64,71504096.98,57127079.01,63812549.59,71362930.3,68941131.59,78588905.33,65672111.51,81192558.29,79412124.63,81269264.22,48627363.72,49323279.25,47674892.26,48278804.3,49728542.02,44986487.59,77850333.49,20660797.83,31813793.74,77391644.26,104817181.3,104511095,142176008.2,948622574.6,593413153.6,861734943.6,740510457.8,601116874.6,430999362.6,323088099,297848196.4,391574035.8,464457798.8,521192046.6,535460673.9,567643092.5,627107878.9,522487299.7,620003706.4
Czechia,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138067474.4,164007873.5,189103029.8,110474333.1,71076227.85,345841414.7,310628663.8,293965052.4,256460660.8,332664617.8,493715526.5,1221907272,1340517764,1603247264,1827046315,1134443633,1196075195,1229063882,1394312633,1409130137,1737884337,2628261738,2674828099,3126388080,3585217057,3935990609,3859937090,4185806688,4386865793,4152543467,4466393540
Germany,DEU,,,,,,,,,,,,209930938.7,245852554.3,313813690.2,357406890.9,419735931.4,449990753.2,535669250.5,731329772.9,849240966.8,2380181152,2117616699,2231766357,2118541992,1968478394,2022923706,2779070313,3582102295,3834042969,3751835205,4876062012,4823001953,4920209473,4393696289,4408901367,4506990223,4329001333,3831354070,3908027809,3756184438,3603502764,3883047671,4653643268,5748398267,6515541641,6863864315,7484148242,9767490709,10973688793,12344791663,12788812790,15337123635,14637030444,16395715917,17048571932,15565846786,15192007973,17692276866,18903420949,18339309879,18174837589,19525985756,19006217352,20430799208
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13121690.75,13121690.75,19035453.8,13549326.9,11889422.18,10944120.28,11473039.2,11940063.36,11563067.95,12288924.78,11945690.15,14956026.58,24667878.3,24741026.67,25849505.69,28471593.12,28640397.03,30328436.14,32466619.03,32641049.74,32359709.88,33265624.21,39787082,37879597.8,39713933.64,40237225.76,41323197.6,59857867.11,79461628.06,64055457.71,79433494.07,56560555.75,57950401.6
Dominica,DMA,,,,,,,,,,,,,,,,,1300354.838,3200000.048,5800000.191,8699999.809,8600000.381,8500000,7500000,9399999.619,10800000.19,11100000.38,7703703.88,11777777.67,16111110.69,13370369.91,13922222.14,4959259.033,5174074.173,13737036.71,13285184.86,10840740.74,11107407.41,11429629.63,12070370.37,12985185.19,13522222.22,14342592.59,14457759.26,14804814.81,20031140.74,43132261.07,44139239.45,45269600.56,45679669.43,44574853.69,46211700.03,46332250.45,47070245.15,47989377.25,50401197.06,51914982.57,44033723.67,44351321.08,42141418.37,47506082.5,33656322.4,40200060.13,37783388.63,34332817.36
Denmark,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464252471.9,449906005.9,438739166.3,522927177.5,687658142.1,852389081,765494251.3,803208183.9,666510055.9,698623281.5,784859296.8,940572301.7,1075395076,666091577.1,740266388.8,823203959.2,1051704665,1019066492,925467462.1,1149885933,1182244240,1370760789,1483021800,1258255663,1247014793,1314451448,1415297049,1449639210,1332176511,1412877342,1396845212,1430162214
Dominican Republic,DOM,,,,,,,,,,,25100000.38,14500000,24000000,24000000,26799999.24,28000000,112000000,123599998.5,131600006.1,161300003.1,183100006.1,182899993.9,190000000,195000000,205000000,242000000,225399993.9,273100006.1,288799987.8,300500000,314799987.8,329500000,346600006.1,758099975.6,797500000,839200000,962700000,1142200000,1405800000,1631100000,1838800000,1981800000,2194300000,2325400000,2501200000,2719200000,3053800000,3397000000,3605500000,3414700000,3887000000,4240700000,4262100000,4485500000,4810400000,5196200000,5508400000,6177800000,6817700000,7420600000,8331600000,10742800000,10278100000,10619200000
